pos,bib,name,team,category,rank,nationality,time,timediff,La Charme,Saint-Gervais,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Fouly,Champex Lac,Bovine,Trient,Catogne,Vallorcine,Argentière,Chamonix - Arrivée,la charme_pos,saint-gervais_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la fouly_pos,champex lac_pos,bovine_pos,trient_pos,catogne_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
25,3160,JOUNEAU Pierre-Henri,,V1 H,26,FR,25:54:38,04:22:40.000000,604,989,1541,1950,,2909,3071,3384,4045,4386,5137,5626,6050,6763,7508,8909,11607,12559,13380,14152,15114,15760,1760,1785,24,1755,-1,11,13,11,17,13,26,1563,1464,1465,1465,19,26,22,26,25,26,26
26,3346,COOPER Ryan,,SE H,27,US,26:18:29,04:46:31.000000,1553,2163,3391,3938,,5318,,5908,6593,7058,7899,7559,7695,7834,8583,9905,12306,13134,14280,15262,16210,17191,17,1759,77,1757,-1,1464,-1,1462,1429,26,9,1464,15,15,19,26,21,26,35,27,27,27
27,121,SIMON Frederic,ATHLE ST JULIEN 74,SE H,28,FR,26:21:01,04:49:03.000000,991,1413,2047,2394,,4160,4630,5095,6024,6709,7777,7663,8067,8412,9179,10821,13941,14890,15600,16359,16797,17343,25,17,42,17,-1,9,2,26,10,10,295,26,26,221,26,21,22,23,27,29,29,28
28,2759,DURIX Jean-Michel,PLANETE-TONIQUE,SE H,28,FR,26:21:01,04:49:03.000000,1348,1555,2574,3127,,4240,5431,5589,6605,6842,7971,7975,8439,8849,9151,10417,13014,13815,14880,15503,16660,17343,20,19,1446,2063,-1,17,11,19,26,17,12,73,1463,1464,21,20,27,27,34,35,35,29
29,2277,CONTESTI COLL Toni,,SE H,30,ES,26:24:39,04:52:41.000000,2629,3253,4698,5296,,7716,8917,8774,10192,10579,11163,10567,10670,10666,10562,10658,13968,14891,15480,15879,16799,17561,13,1762,13,110,-1,2,25,12,18,18,73,1463,19,26,1563,1462,23,35,179,30,28,30
30,472,LACHAUX Francois,FAUCIGNY ATHLETIC CLUB,SE H,31,FR,26:27:47,04:55:49.000000,702,1207,2324,3223,,5999,7088,7331,8471,8908,10542,10580,11321,12195,12237,13195,15906,16290,16440,16775,16969,17749,1776,13,17,1765,-1,1762,1239,221,221,15,19,19,1563,19,73,23,34,34,29,34,30,31
31,2618,PERIANAYAGOM Fabrice,CAPRIRANDO.REUNION,SE H,31,FR,26:27:47,04:55:49.000000,1193,1542,2645,3656,,5628,6743,7017,7841,8141,8754,8924,9342,10000,10820,11844,14265,15075,15900,16095,17162,17749,1762,1563,1445,1758,-1,221,55,59,15,73,15,15,221,1564,20,27,35,29,42,32,34,32
32,3317,DUMOULIN Frederic,CLET TRICASTIN,V1 H,33,FR,26:32:02,05:00:04.000000,1109,1672,2649,3395,,5838,7098,7370,8451,8924,10298,9999,10292,10625,10683,11418,13911,14618,15300,16209,17172,18004,110,25,49,13,-1,19,19,18,12,295,221,221,73,21,1564,22,73,42,33,33,31,33
33,58,PITSCHEIDER Stephan,ULTRARUN SUDTIROL,V1 H,34,IT,26:40:12,05:08:14.000000,930,1366,2325,2842,,4996,5452,5898,6880,7530,7719,7743,8412,8572,9098,10484,12388,13570,14700,16043,16868,18494,42,53,1607,12,-1,26,206,9,9,12,59,59,21,20,27,29,29,33,30,28,32,34
34,3248,CAILLIBOT Denis,LEGENDRE BRETAGNE,V1 H,35,FR,26:42:50,05:10:52.000000,1572,2282,3267,3797,,5556,6057,6437,7337,8046,9860,9541,9772,9942,10390,10655,12693,13467,14160,15504,16729,18652,19,150,19,1461,-1,59,12,10,295,221,1466,21,1465,1563,1565,34,33,28,28,42,33,35
35,2840,HUGHES Trevor,,SE H,36,GB,26:51:35,05:19:37.000000,1826,2504,3679,4558,,6542,7575,7904,8969,9481,10076,10319,10634,11077,11779,12319,14159,15080,16020,16698,17646,19177,2178,1466,109,78,-1,12,9,15,59,19,21,1465,59,73,23,1463,28,30,32,36,36,36
36,51,HUDRY Jean Francois,FAUCIGNY ATHLETIC CLUB,V1 H,37,FR,27:02:50,05:30:52.000000,987,1533,2796,3668,,5626,6304,6621,7912,8485,9038,9433,9892,10443,11163,12503,15255,16290,16860,17443,18136,19852,1626,52,1741,59,-1,49,18,1758,73,9,1568,22,27,1565,34,35,30,32,36,31,37,37
37,92,ROQUES Christophe,L'ORTEIL EN POINTE,SE H,38,FR,27:04:57,05:32:59.000000,1336,1813,2653,3373,,4682,5510,6154,7442,7831,9173,9364,9790,10314,10815,12148,15070,15861,17040,17713,18804,19979,78,42,1765,6,-1,18,1506,73,19,59,22,20,22,27,22,30,36,36,31,37,42,38
38,69,CAUSSARIEU Valery,UFO,SE H,39,FR,27:05:02,05:33:04.000000,1027,1428,2220,2705,,4367,5259,5644,7044,7597,8781,8902,9340,9551,10205,11837,15076,16006,17100,17723,18803,19984,1573,1625,1743,2,-1,51,1507,49,1716,1762,23,1567,20,1466,29,28,32,38,37,38,39,39
39,2328,LORINCZ Oliver,BRINGABANDA.HU,SE H,40,HU,27:12:45,05:40:47.000000,1317,2001,2705,3093,,4843,,6067,7539,8131,9212,9519,10259,10952,11809,13344,15969,16948,17940,18513,19359,20447,53,1572,53,221,-1,15,-1,51,21,1465,1638,27,1562,22,28,156,38,39,38,39,38,40
40,3738,AGUILERA VILADOMIU Monica,TRAIL MAGAZINE,SE F,41,ES,27:18:17,05:46:19.000000,1212,1741,2860,3410,,4823,5747,6038,7376,8035,9477,9718,10279,10759,10922,12383,15931,16863,18180,18479,19335,20779,26,110,1554,19,-1,1572,21,21,49,79,34,23,1564,59,1466,1459,39,37,39,41,41,41
41,1835,TRIVEL Lionel,PUMA JALON SPORTS,SE H,42,FR,27:24:37,05:52:39.000000,571,871,1236,1399,,2210,2126,2262,2602,2955,3100,3373,4172,4449,6058,7823,10542,13882,15240,16670,18144,21159,1467,221,2,1568,-1,139,15,295,23,21,20,1564,28,28,157,33,157,31,45,40,40,42
42,3536,BLONDEAU loic,,SE H,42,FR,27:24:37,05:52:39.000000,976,1303,2109,2759,,3956,,5427,7384,7781,9426,9582,10270,10757,10913,12522,17385,20328,20880,20917,21247,21159,52,24,52,11,-1,73,-1,1759,22,23,1565,28,157,157,51,51,86,85,40,45,46,43
43,63,ALMGREN Tor,,V1 H,44,SE,27:31:33,05:59:35.000000,689,1150,1912,2147,,3762,4537,5351,6876,7573,8539,8769,9415,9699,10727,12318,15379,16940,18060,19187,20080,21575,1779,1567,220,1760,-1,22,45,1772,95,22,28,157,34,34,1461,45,45,45,44,46,45,44
44,113,DIEVAL Christophe,,V1 H,45,FR,27:36:06,06:04:08.000000,1055,1647,2655,3057,,5146,6326,6574,7248,7575,8779,8900,9337,9677,10304,11833,15236,16722,17880,18827,19975,21848,256,2,12,26,-1,295,68,95,20,49,1443,34,29,29,39,39,37,72,41,47,44,46
45,2688,MARCEL Rémy,AL ECHIROLLES,SE H,45,FR,27:36:06,06:04:08.000000,1227,1718,2797,3534,,4781,5497,5854,6778,7312,8291,8394,8877,9581,10657,11950,15644,16893,18180,18974,19831,21848,6,1462,255,52,-1,1764,10,1565,1530,20,157,1562,1567,23,86,32,44,57,46,44,47,45
46,1505,KARNAZES Dean,THE NORTH FACE TEAM,V1 H,47,US,27:36:34,06:04:36.000000,921,1445,2789,3470,,5698,6618,7236,8236,8975,9961,10070,10603,10665,11153,14052,16063,17220,18420,19117,20321,21876,18,1764,18,21,-1,21,47,20,157,1567,1563,29,23,51,45,85,56,41,85,85,57,47
47,30,SANTUCCI Pierre Mathieu,TEAM MONTRAIL - SPORT PORETTA,V2 H,48,FR,27:48:54,06:16:56.000000,759,1113,2169,3310,,4568,5762,6280,7822,8201,9689,10199,10776,11043,11775,13406,17368,18783,20160,20950,21965,22616,12,20,1450,1458,-1,20,273,23,1430,157,79,1442,1442,1568,59,46,46,46,47,57,49,48
48,1860,MARCHIONNI David,,SE H,49,FR,27:51:00,06:19:02.000000,376,731,1256,1413,,3038,3751,4205,5746,6261,8036,8469,9339,9963,10738,12164,15917,17371,19020,20140,21204,22742,2177,12,58,18,-1,78,1333,22,79,95,27,79,46,1461,35,38,57,44,56,49,43,49
49,2127,MATHIAN Jean Marie,,V1 H,50,FR,27:53:04,06:21:06.000000,956,1180,1931,2383,,3743,4722,5408,6662,7088,8530,8820,9625,10503,10665,12157,17175,17897,19680,20379,21644,22866,56,26,26,53,-1,333,20,139,1527,1637,29,46,79,39,30,50,31,40,49,50,86,50
50,3459,GIBAUD patrice,,V1 H,50,FR,27:53:04,06:21:06.000000,718,1049,1697,2094,,3178,3925,4313,6487,6842,8533,8662,9253,9437,10034,11751,16951,17945,19440,20380,21645,22866,1568,1778,11,51,-1,2065,88,1765,28,1442,49,49,86,46,1443,49,49,47,55,51,52,51
51,3682,TRECOURT François,,V2 H,50,FR,27:53:04,06:21:06.000000,629,858,1434,1958,,4115,5221,5708,6814,7421,9749,9915,10538,11270,11871,13589,16916,17895,19440,20382,21642,22866,2,2177,1549,256,-1,1567,1513,1562,1597,1564,95,86,1460,86,79,44,41,49,51,52,50,52
52,1868,LEVY Daniel,,SE H,53,FR,27:53:35,06:21:37.000000,596,832,1425,2062,,4038,5355,6132,8443,9150,11961,13032,13642,14559,15434,17249,19873,20326,,21200,22141,22897,221,256,6,1563,-1,1769,130,28,1408,28,46,51,51,45,1566,36,40,156,-1,58,51,53
53,1967,VILLIERS Jim,,SE H,53,AU,27:53:35,06:21:37.000000,803,1191,2141,2895,,4557,5575,6779,8267,8686,10296,10888,11209,12018,12818,14940,18820,19167,20820,21202,22139,22897,150,18,149,1771,-1,50,1131,79,86,51,86,1460,45,44,46,41,47,56,52,72,59,54
54,2486,OSCAR Perez Lopez,CENTRE EXCURSIONISTA DE CATALUNYA,SE H,55,Es,27:53:41,06:21:43.000000,3093,4312,6255,7247,,9486,11659,10985,11510,11858,13814,13727,14124,14341,14654,15594,20424,20747,21660,21902,22828,22903,44,6,22,295,-1,44,1508,1463,51,29,87,44,49,79,50,37,59,52,58,43,56,55
55,55,FRITSCHE Volker,THE NORTH FACE TEAM,V1 H,56,DE,27:56:32,06:24:34.000000,669,1055,1900,2188,,4401,5114,5840,7382,8363,9626,9596,10322,10643,11490,13002,15401,17805,19080,21168,21864,23074,59,59,51,20,-1,95,22,1570,27,1562,50,50,39,1443,33,43,52,50,50,48,48,56
56,110,NAGENTHIRAJA Kartheeban,FUSION &amp; POWER4YOU,SE H,57,DK,27:59:05,06:27:07.000000,1404,1991,3047,3861,,5729,6931,7612,8957,9322,10238,10543,10969,11535,12281,13721,15858,16795,18660,19602,21016,23227,1763,202,20,44,-1,157,40,94,29,86,51,45,32,35,44,58,51,51,72,56,54,57
57,2788,GUEGUEN Arnaud,,SE H,58,FR,28:00:00,06:28:02.000000,1257,1780,,3589,,5413,6335,6576,7917,8477,10512,10752,11387,12125,13021,,17703,,20340,,22384,23282,31,51,-1,56,-1,23,309,1440,50,27,1461,39,44,49,49,-1,50,-1,48,-1,53,58
58,3526,BIALKO Gabor,NOMADSPORT TEAM,SE H,59,HU,28:01:43,06:29:45.000000,695,1033,1536,1759,,2912,3328,3837,4933,5691,6736,6917,7675,8395,10352,12702,16911,17959,19560,20385,21767,23385,1765,11,294,139,-1,1465,147,1760,1535,50,44,32,50,32,38,78,92,58,57,53,60,59
59,221,DEDOURS Maxime,,V1 H,60,FR,28:03:35,06:31:37.000000,1495,2042,3508,4303,,5977,7375,7806,8961,9374,11364,11576,12122,13175,14068,15756,19038,19761,20820,21262,22195,23497,1463,56,21,22,-1,1637,26,157,94,94,32,87,87,1566,32,1441,68,91,60,54,61,60
60,122,DELEMONTEZ Didier,INDIVIDUEL,V1 H,61,FR,28:06:59,06:35:01.000000,1339,1966,3436,4632,,6676,8393,8542,9774,10111,11820,12126,13014,14050,14584,16005,18403,19211,20340,21282,22341,23701,144,22,143,1463,-1,79,1330,1635,1431,1566,45,1466,35,1469,43,56,48,48,62,59,63,61
61,2796,BALDUCHELLI Yan,GIRAFFE'S TEAM,SE H,62,CH,28:10:15,06:38:17.000000,2027,3105,4635,5765,,7888,9628,9773,11007,11721,13713,13923,14497,14743,15341,16173,19345,20054,21060,21805,22765,23897,202,1771,1750,15,-1,10,1446,44,1595,1635,39,1566,38,87,41,67,1447,67,67,60,58,62
62,87,GAYET Philippe,AX LES 3 DOMAINES,V1 H,63,FR,28:10:29,06:38:31.000000,1478,2292,3941,5028,,7512,8840,8940,10172,10628,11849,12122,12855,13382,14213,15467,17701,18817,20340,21397,22343,23911,51,333,138,333,-1,879,1241,1563,1525,1466,78,95,1468,38,47,31,43,62,65,91,73,63
63,129,CHERAZ Claudio,V.C COURMAYEUR,V1 H,64,IT,28:11:34,06:39:36.000000,2565,3343,5436,7176,,9526,12394,11511,13021,13550,15061,15252,15651,16272,16681,17486,19887,20332,21420,21931,23272,23976,2176,48,1758,73,-1,43,46,50,46,46,1567,38,78,68,37,1464,125,54,91,62,62,64
64,3695,SANGIORGIO Gustavo,,V1 H,65,IT,28:13:48,06:41:50.000000,2826,3897,5805,6755,,9022,10279,10324,11040,11429,13200,13634,14376,14712,16381,17679,20186,21022,21900,22417,22919,24110,11,1780,56,876,-1,94,92,43,1529,52,110,1468,1566,78,68,40,1431,60,59,294,55,65
65,137,TREUIL Philippe,,V1 H,66,FR,28:25:44,06:53:46.000000,1510,2091,3369,4407,,6497,7404,7897,8959,9373,10577,10872,11622,12054,12951,15499,18893,19770,20820,21762,23161,24826,1466,44,44,150,-1,53,1217,1464,52,139,1467,37,37,37,87,48,63,1440,53,67,65,67
66,2773,SAN SEBASTIAN Iosu Iñaki,LAGUN ONAK,SE H,66,Es,28:25:44,06:53:46.000000,3048,4275,6329,7253,,9856,12043,11406,12710,13216,15109,15226,15649,16433,16822,17752,20007,20420,21540,22100,23270,24826,1638,2073,332,50,-1,1466,72,86,44,34,37,78,1466,50,1469,124,58,124,43,65,68,68
67,3498,MAILLARD Pierre-Andre,CARE VEVEY,V1 H,66,CH,28:25:44,06:53:46.000000,1220,1717,2636,3085,,4790,,6035,7039,7536,9592,9649,10080,10420,11188,13028,17324,18796,20520,21697,23127,24826,1575,663,50,1560,-1,52,-1,29,34,68,38,40,1565,33,78,94,113,59,61,61,66,66
68,3516,BOURGEAU Francois,ASCK SPIRIDON,V1 H,69,Fr,28:27:03,06:55:05.000000,2240,2842,5002,6132,,8401,10805,10619,11929,12423,14746,14974,15278,16233,16675,18610,21092,21554,22200,22747,23693,24905,22,1574,124,28,-1,150,1331,1633,1717,44,1637,35,68,56,56,52,61,80,63,55,67,69
69,3677,CLARASSO Jean-Jacques,AKILEINE,V1 H,69,Fr,28:27:03,06:55:05.000000,1259,1872,3340,4358,,6247,7387,7802,9386,9954,11665,12440,13257,14479,14940,16718,19075,19808,21480,22245,23694,24905,333,50,15,157,-1,1779,87,81,139,45,40,43,95,47,125,57,80,78,69,63,64,70
70,2357,HEYER Patrick,GIPS AVENTURE,V1 H,71,Fr,28:31:10,06:59:12.000000,1350,1874,2853,3473,,6019,7335,7945,9928,10489,11338,11110,11630,12421,13800,16083,19799,20408,21900,22614,23828,25152,1772,141,877,144,-1,1442,1240,99,68,39,1636,56,40,30,48,112,83,79,66,66,92,71
71,2667,STEEMAN Alain,LES COUREURS CELESTES,SE H,71,BE,28:31:10,06:59:12.000000,1479,1940,3907,5854,,7732,9334,9307,10996,11253,13715,13924,14275,15009,15760,17181,20447,20756,22020,22529,23728,25152,2183,295,156,525,-1,1564,1394,39,39,1460,1438,68,43,125,36,91,81,82,54,69,69,72
72,2537,WAIDE David,MERCIA FELL RUNNERS,V2 H,73,GB,28:38:16,07:06:18.000000,1196,1739,2252,2325,,3336,3839,4136,4985,5235,5359,5662,6344,7748,8169,8619,12705,16729,19680,20884,22589,25578,1781,2175,2027,2064,-1,28,52,1564,87,81,43,1437,41,43,40,80,79,65,90,64,70,73
73,3106,DUBOIS Andrew,SERPENTINE,SE H,74,AT,28:48:44,07:16:46.000000,2135,3287,4546,5852,,8791,11385,10846,11808,12107,13870,14790,15451,16334,16652,17860,20977,21895,22620,23434,24333,26206,92,54,1753,1770,-1,110,71,52,81,1572,1469,1636,33,41,52,47,54,69,88,71,72,74
74,2544,VALDIVIELSO MAIZ Mikel,AIZKORRI K.E,SE H,75,ES,28:52:22,07:20:24.000000,2371,3439,5564,6941,,9770,12286,11928,13568,14120,15303,15942,17242,17669,19060,21300,23356,24092,24240,24943,25476,26424,1474,1779,1754,1767,-1,1765,48,78,1403,43,41,41,1437,1567,95,82,78,112,79,80,71,75
75,3496,CLARET Philippe,,V1 H,76,FR,28:52:51,07:20:53.000000,1010,1555,2635,3122,,4692,,6337,7887,8986,10153,10594,11335,11983,12914,15320,19197,20847,22200,23614,25213,26453,21,1465,1449,1632,-1,1565,-1,87,45,1437,125,110,56,40,113,1460,66,61,82,78,78,76
76,2032,POLY Roland,,V2 H,77,FR,28:53:25,07:21:27.000000,1921,2706,3932,4590,,6549,,8409,9400,9980,13150,13373,14187,15056,15426,16724,20212,21016,22440,23303,24655,26487,48,433,1619,1439,-1,29,-1,56,35,38,68,125,125,48,81,54,91,77,81,81,74,77
77,74,VAN DER VEKEN Pascal,CECDO,V1 H,78,BE,28:55:13,07:23:15.000000,588,694,1228,1735,,3686,5129,5779,7373,8151,8795,9485,9859,10433,11404,15469,18863,20255,22140,22804,24328,26595,99,125,1546,95,-1,1566,80,333,1425,1763,56,1565,1473,36,31,75,60,90,86,79,88,78
78,16,BONNOTTE Eric,UFO,V1 H,79,FR,28:56:56,07:24:58.000000,1099,1453,2333,2846,,3946,4984,5114,5999,6121,7890,8288,8984,9757,10629,12899,18641,19763,22020,22579,24672,26698,2180,1637,28,94,-1,1774,37,46,1719,87,48,1473,52,1474,57,90,70,53,64,70,87,79
79,70,PLANES Lionel,UFO,SE H,79,FR,28:56:56,07:24:58.000000,1259,2092,3439,4299,,6030,6947,7475,8912,9709,11097,11692,12396,13392,14492,16042,18525,19766,21840,22604,24673,26698,2073,1770,94,23,-1,1635,79,1761,1433,1764,52,1637,47,95,83,86,87,43,70,82,89,80
80,85,PIGEAULT Jean-Luc,COURIR A VOREPPE,V1 H,79,FR,28:56:56,07:24:58.000000,1052,1472,2336,2988,,4410,5303,5627,7143,7645,9848,9987,10647,11392,12204,14000,18536,19762,22020,22577,24659,26698,663,31,93,1782,-1,39,74,877,195,1765,1566,52,36,1467,1438,62,1448,63,80,88,77,81
81,2947,LABAZUY Philippe,VOLCANO TEAM,V1 H,79,FR,28:56:56,07:24:58.000000,2285,2811,4143,5053,,6907,8481,8297,9261,9615,11335,11672,12339,13753,14153,15982,19624,20394,21840,22602,24676,26698,54,1475,201,39,-1,56,767,34,78,195,81,81,81,52,1462,77,89,81,71,68,81,82
82,3360,COINTEPAS Nicolas,CAF ANNECY,SE H,79,FR,28:56:56,07:24:58.000000,1438,2051,3055,3596,,5450,6673,6968,8292,8710,10218,10545,11054,11883,12358,14783,18534,19767,21840,22638,24660,26698,1775,1765,1760,1761,-1,527,49,27,41,41,113,113,30,81,92,65,76,70,78,77,83,83
83,2379,MACKIE Glenn,NORTH TEXAS TRAIL RUNNERS,V1 H,84,US,28:59:15,07:27:17.000000,1688,2407,3802,4653,,6623,7532,8009,9666,10363,11460,12216,13199,14059,15555,17484,20225,21636,23100,24387,25605,26837,2074,92,526,125,-1,81,1515,1560,1718,35,35,33,48,57,1567,55,62,66,87,86,79,84
84,2015,MONNET Patrick,XTRIM,V2 H,85,CH,29:04:33,07:32:35.000000,2732,3476,4900,6114,,8203,10043,10058,11253,11445,13382,13509,13947,14343,14409,16485,19708,20460,23280,24014,25513,27155,1780,1774,1744,43,-1,125,1243,1466,56,40,1474,47,113,1438,54,103,82,88,77,87,80,85
85,2207,BAKWIN Peter,BOULDER TRAIL RUNNERS,V1 H,86,US,29:04:38,07:32:40.000000,1477,2141,2760,3127,,4537,5273,5572,6485,7049,8364,8537,9038,9666,10213,11849,15160,16519,18240,19577,21589,27160,295,2072,112,113,-1,99,1509,113,43,32,47,48,57,1462,1467,102,99,84,75,90,82,86
86,25,HERRY Karine,TEAM LAFUMA / GREEN MAGMA,SE F,87,FR,29:06:03,07:34:05.000000,1024,1524,2700,3416,,4678,5250,5796,7142,7916,8442,8992,9713,10312,11283,15447,19120,20534,21900,22839,24579,27245,1766,1643,1745,195,-1,195,27,68,1596,78,333,36,83,83,76,88,85,86,68,1435,91,88
87,3661,PARACUELLOS Pascal,,SE H,87,FR,29:06:03,07:34:05.000000,1093,1526,2347,3217,,4595,5830,6343,7768,8471,10245,10869,11705,12484,13813,16157,20039,20885,22080,22841,24577,27245,1771,139,43,1775,-1,113,1392,41,38,125,94,1635,1635,113,66,59,71,55,76,76,76,87
88,3673,SICURELLI Ernesto,PARTNERSCHAFT DAVOS/CHAMONIX,V2 H,87,CH,29:06:03,07:34:05.000000,1222,1539,2656,3451,,5502,6397,7112,8587,9413,10993,11202,11805,12501,13874,15731,19191,20421,21780,22656,24581,27245,1644,1750,1556,1462,-1,86,32,125,125,1565,36,57,195,76,58,1436,96,71,98,73,99,89
89,2142,HAGENBACH Pascal,,V1 H,90,FR,29:06:09,07:34:11.000000,1973,2774,4125,4876,,7065,9192,9355,11441,12265,14320,14741,15191,15703,16343,17638,21363,22071,23160,24030,25530,27251,1636,1635,54,1633,-1,54,103,110,103,48,76,83,54,54,91,81,95,75,73,75,75,90
90,3666,DURIN Frederic,EMHM,V1 H,91,FR,29:07:11,07:35:13.000000,1003,1473,3147,4795,,6649,7355,7981,9421,10135,10805,11094,11724,12295,13310,15383,18952,20279,21720,22897,24972,27313,15,1473,1618,223,-1,48,1332,195,40,103,83,30,1636,66,103,60,53,87,106,98,85,91
91,1916,CATALA Benoit,NON LICENCIE,SE H,92,FR,29:09:21,07:37:23.000000,755,1220,2561,3800,,8395,9162,9360,9627,9893,10735,11163,11870,12454,12687,13873,17268,18691,20820,21384,23415,27443,157,157,48,34,-1,88,42,1634,333,1636,57,31,31,195,195,79,64,98,111,84,90,92
92,244,POITTEVIN Matthieu,,SE H,93,FR,29:10:19,07:38:21.000000,1976,2755,4449,5621,,7690,9749,9721,11251,11602,13577,13773,14499,15551,16275,18096,21674,22440,23760,24552,25907,27501,1751,144,222,79,-1,2066,36,40,110,113,88,76,76,58,71,70,67,76,102,89,84,93
93,3210,GRIMMIAUX Vincent,BLAGNAC SC,SE H,93,BE,29:10:19,07:38:21.000000,1091,1426,2090,2694,,4030,5007,5199,6679,7143,10047,10843,11620,14205,15182,17603,20936,21870,23760,24541,26000,27501,142,142,1729,54,-1,87,117,1435,113,56,195,195,1461,31,88,109,88,64,83,124,93,94
94,3490,RIVOIRE Vincent,AIRBUS ATHLETICS SOCIETY,V1 H,93,Fr,29:10:19,07:38:21.000000,1091,1426,2090,2692,,3798,4355,4623,5818,6275,8092,9310,10130,11156,11963,13548,19865,21120,23280,24545,25997,27501,223,223,39,1570,-1,1781,50,53,88,1468,54,1472,58,103,89,95,103,94,89,107,108,95
95,3580,CHAMBRIN jean-luc,ABS AVENTURE,SE H,93,Fr,29:10:19,07:38:21.000000,1433,1945,3034,3859,,6189,7678,8057,9798,10022,11832,12256,12793,13493,14333,16147,19864,21120,23280,24544,25999,27501,1473,15,98,1561,-1,38,1029,38,872,88,33,58,1472,91,1439,87,105,95,95,112,95,96
96,200,DELERCE Daniel,FAC CLUSES,V1 H,97,FR,29:11:41,07:39:43.000000,1304,1825,3218,4835,,7681,10347,10773,12086,13014,16030,16347,17304,17856,18921,20069,24025,24972,25320,26186,27062,27583,47,21,72,1746,-1,76,1487,1763,48,58,1473,129,94,1473,60,61,65,102,94,115,96,97
97,2062,RICHARD Yann,,SE H,98,FR,29:16:23,07:44:25.000000,3094,4294,6429,7991,,10446,13012,12327,13424,14015,14812,14929,15514,16088,17099,18894,21906,23134,24060,24953,26551,27865,141,1766,2118,81,-1,1771,181,48,32,37,129,94,66,71,104,98,77,68,84,83,94,98
98,21,GIRAUD-SAUVEUR Herve,CSLG,V1 H,99,FR,29:17:37,07:45:39.000000,777,1345,2236,3019,,4432,4732,5632,8863,9823,11219,11552,12257,13249,14306,16297,19705,20950,22560,23648,25424,27939,139,43,2028,99,-1,1468,240,129,1721,333,58,88,129,92,281,84,84,83,103,93,116,99
99,98,BALIZET Patrick,MONTBELIARD TRIATHLON,V1 H,99,FR,29:17:37,07:45:39.000000,1394,1935,3245,4233,,5865,6956,7274,8689,9163,10887,11485,12350,13807,14913,17775,21942,22842,24120,25072,26542,27939,1476,527,23,10,-1,46,1393,76,76,110,31,66,71,88,82,194,55,115,93,95,103,100
100,1884,BONNEFOUS Lionel,LA SPORTIVA,SE H,101,FR,29:18:50,07:46:52.000000,1142,1791,2980,3828,,6714,8540,8963,11324,11838,13760,13928,14501,15456,16625,19141,23110,24076,25380,26166,27187,28012,34,99,1426,45,-1,68,765,103,129,129,103,54,103,89,129,1465,72,104,92,94,125,102
101,1885,JOUD Jean-Phillippe,AMBERIEU MARATHON,SE H,101,FR,29:18:50,07:46:52.000000,1227,1853,3317,4423,,6226,8090,8351,9948,10605,12266,12798,13739,14987,16081,18331,22664,23801,24780,25770,26845,28012,2153,2176,31,68,-1,1636,1752,88,1528,879,66,1461,88,110,63,104,116,93,117,102,113,101
102,297,CABANAS COMA Josep Maria,SKI CLUB CAMPRODON,SE H,103,ES,29:18:54,07:46:56.000000,1014,1353,2565,3407,,5147,5818,6341,7523,8201,10574,11004,11647,12293,13670,15725,20084,21364,23040,24547,26159,28016,128,103,34,40,-1,41,38,1458,37,54,527,103,91,129,99,138,119,73,116,92,105,103
103,2247,CIAPA Philippe,,V1 H,104,FR,29:20:20,07:48:22.000000,1371,1948,3254,3867,,5742,7237,7817,9507,10208,11852,11989,12748,13643,14136,15622,22129,22814,,25456,26532,28102,125,34,78,2065,-1,1461,44,35,58,83,92,91,110,281,184,1466,94,107,-1,104,104,104
104,2054,SALUZ Patrick,,SE H,105,CH,29:23:52,07:51:54.000000,2131,2861,4424,5274,,7390,9036,9084,10490,10879,12380,12584,13223,14089,14637,16593,20180,21854,23400,24687,26481,28314,50,878,80,76,-1,40,1328,45,526,527,1573,71,89,184,96,69,74,89,97,74,100,105
105,1902,NALIN Guillaume,,SE H,106,FR,29:24:18,07:52:20.000000,1857,2645,3816,5081,,6860,8521,8952,10461,10905,13228,13801,14402,15278,16847,18848,22528,23582,24900,26105,27453,28340,1520,1645,2099,1562,-1,1775,106,58,1438,1473,1471,1470,92,60,85,76,69,118,99,97,98,106
106,1984,GINEA ABASOLO Unai,ZORNOTZA MENDI TALDEA,SE H,107,ES,29:26:26,07:54:28.000000,2160,3049,4718,5838,,8607,12253,12025,13160,13500,15119,15821,16926,17450,18115,19678,23491,24216,25020,26143,27157,28468,1767,113,87,29,-1,34,121,37,1723,1470,91,92,1470,99,110,128,108,119,74,118,102,107
107,2436,STUCKI Laurent,,SE H,108,CH,29:34:17,08:02:19.000000,1616,2206,3695,4997,,6884,8575,8807,10502,10863,13948,13970,14379,14735,15584,16765,21099,22013,22740,24190,25921,28939,43,2182,10,86,-1,1437,1518,1471,1437,31,100,333,60,1471,80,1437,120,92,107,119,97,108
