pos,bib,name,team,category,rank,nationality,time,timediff,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,delev_pos,stger_pos,conta_pos,balme_pos,bonhom_pos,chapieu_pos,seigne_pos,combal_pos,mtfavre_pos,checrou_pos,courm_pos,bertone_pos,bonatti_pos,arnuva_pos,gdcolf_pos,fouly_pos,champex_pos,bovine_pos,trient_pos,catogne_pos,vallo_pos,tavents_pos,flégère_pos,arrivé_pos
43,2255,VALLDEORIOLA BLANCAFORT Xavier,BASE ESPORTS ESTEL,SE H,44,ES,26:57:35,06:22:38,832,1240,2400,3406,4065,4593,,7072,8206,8714,9557,12021,13147,13945,14572,15346,16511,17914,18580,19269,19898,21252,22342,22958,2026,38,71,19,19,10,-1,2031,36,21,18,24,1733,1754,51,52,28,38,38,36,36,48,43,44
44,4669,BERNAD BLASCO Victor,MERIDIANO CERO - IN RACE,SE H,45,ES,27:08:50,06:33:53,1053,1429,2586,3571,4209,4574,,6429,7577,7973,8577,10497,11392,12024,12502,13069,13893,15267,16575,17636,18769,20334,21359,23633,2030,2027,2241,1828,48,71,-1,36,21,178,34,117,24,34,38,127,178,26,51,39,38,43,44,45
45,46,BALDUCHELLI Yan,MAMMUT / Ride Spirit,SE H,46,CH,27:13:54,06:38:57,602,908,1938,2891,3670,4036,,5822,6971,7584,8049,10022,11669,12384,13440,14516,15831,17245,17947,20470,21487,23162,23801,23937,2438,2320,19,48,12,1826,-1,71,1755,2031,178,1908,34,72,52,129,37,37,52,49,40,38,48,46
46,4572,BROCHARD Laurent,,V1 H,47,FR,27:14:57,06:40:00,1087,1494,2529,3219,3784,4164,,6159,6916,7447,8458,10176,11772,12545,13285,14139,15843,17483,18785,20540,21849,23303,23753,24000,1825,16,125,15,2034,2035,-1,15,71,36,1712,1755,72,52,23,32,42,39,39,38,56,49,52,47
47,4580,LESJAK Goran,AK SLJEME-JASTREB EXTREME CLUB,SE H,48,HR,27:19:39,06:44:42,441,643,1236,1890,2321,2785,,4289,4944,5434,6028,8015,8865,9699,10692,11109,12875,14327,16438,18617,19729,21376,22539,24282,2439,12,1831,21,10,1831,-1,48,2026,71,56,32,52,51,32,37,127,25,46,51,43,56,51,48
48,2230,CONWAY Terry,,SE H,49,GB,27:23:15,06:48:18,972,1258,2931,4148,5136,5740,,8388,9404,9808,10332,11682,12373,12746,13195,13640,15320,17170,18019,19599,20409,22486,23763,24498,2058,22,21,1823,11,11,-1,27,178,33,33,125,38,38,1826,45,41,178,49,43,49,51,47,49
49,59,MUDARRA SANCHEZ Miguel,HOCKEY ALCALA,V1 H,50,ES,27:25:10,06:50:13,963,1373,2685,3901,4837,5289,,7682,8781,9413,10062,12388,13880,14359,15495,16369,18431,20944,21444,22479,22720,23913,24518,24613,38,2058,1827,2022,1830,48,-1,1904,33,34,71,1831,51,32,37,185,185,72,40,40,51,52,49,50
50,4556,LARROTCHA Juan Jose,VANTA NUTRITION/SMART-TEC,V1 H,51,ES,27:32:54,06:57:57,1140,1574,2252,3087,3826,4283,,6073,6736,7139,7715,9043,9910,10314,11456,12102,13961,16563,17603,19622,20485,22871,23676,25077,125,2438,13,125,2187,2189,-1,21,34,2021,2035,34,32,125,42,28,26,40,35,52,52,46,46,51
51,2236,SANCHEZ SAEZ Sebastian,C.A. MARATHON CREVILLENT,SE H,52,ES,27:32:55,06:57:58,978,1357,2097,2895,3380,3631,,5711,6531,6964,7410,9153,9857,10312,11489,12105,13970,16564,17606,19793,20501,22874,23671,25078,127,1830,22,2032,21,21,-1,1827,2025,1827,32,71,125,23,45,42,39,49,44,57,57,47,56,52
52,3518,TEJERO MADRIGAL Sergio Luis,,SE H,53,ES,27:33:26,06:58:29,1324,1794,2985,4011,4800,5165,,7335,8179,8593,9069,10960,11973,12608,13851,14812,16473,18087,,21671,22660,24486,25125,25109,2347,2240,1826,7,39,27,-1,22,1831,56,117,72,1886,64,41,26,72,46,-1,46,46,57,50,53
53,141,ZALDUNBIDE LEGARRA Erlantz,ZALDAI MENDI TALDEA,SE H,54,ES,27:33:56,06:58:59,917,1272,2503,3587,4321,4707,,6997,7972,8657,9404,11835,13793,14057,15137,15930,17705,19813,21444,22637,23164,24646,25138,25139,34,2439,15,11,34,34,-1,1751,117,18,36,51,117,41,26,1826,49,47,43,47,47,50,55,54
54,2554,MENDE Uwe,,V1 H,55,DE,27:35:54,07:00:57,1688,2263,4267,5474,6540,7253,,9338,10294,10882,11686,13092,14071,14523,15610,16832,18464,19774,21444,22344,23174,24048,24817,25257,22,42,2025,10,27,178,-1,32,32,117,1831,37,71,37,125,41,129,185,56,72,53,55,57,55
55,70,MEYNET Olivier,LOU TAVAN,SE H,56,FR,27:45:17,07:10:20,629,940,1788,2626,3410,3627,,5040,5608,5983,6324,7172,8152,8615,9382,10168,11997,14527,17138,18907,20280,22806,24061,25820,2034,127,7,32,2024,32,-1,2021,56,32,2026,38,63,71,117,49,46,43,36,58,50,53,53,56
56,56,FORI Katia,TEAM TECNICA,V1 F,57,IT,27:48:45,07:13:48,1361,1794,2733,3411,3999,4526,,6458,7287,7881,8561,10425,12229,12848,13994,14932,16464,17868,18643,20241,21178,23815,24887,26028,1830,13,2028,12,72,72,-1,178,18,2022,2025,52,1887,39,185,39,40,35,47,53,72,58,54,57
57,4043,BINET NICOLAS,TEAM SPORT ET NEIGE,SE H,58,FR,27:49:18,07:14:21,1614,2363,4187,5213,6017,6642,,9135,9764,10431,11233,13373,14185,14590,15228,16158,17004,19556,,21581,22998,24638,25318,26061,2035,2039,117,18,117,38,-1,34,24,1708,24,1909,23,117,39,1827,63,57,-1,63,58,54,58,58
58,247,FURUTA Shigeru,,V1 H,59,JP,27:52:11,07:17:14,961,1225,2857,4499,5877,6485,,9128,10151,10692,11252,13616,15080,15594,16487,17388,19431,20614,21444,23355,24029,25227,25745,26234,299,20,34,22,178,18,-1,33,1712,24,1908,63,39,1907,28,63,47,44,73,77,54,72,59,59
59,3860,HERMANN Dani,,SE H,60,CH,27:55:45,07:20:48,1454,2018,2899,3876,4821,5519,,8637,10521,11423,12358,15691,16705,17312,18183,19339,20477,21476,23197,23861,24164,24945,26085,26448,46,823,178,2241,32,1908,-1,117,1908,1904,38,39,41,42,63,47,1752,36,181,55,55,60,62,60
60,4247,KALLIONIEMI Jussi,LUPUS EXTREME,V1 H,61,FI,27:57:05,07:22:08,1352,1796,3180,4143,4736,5276,,7285,8274,9025,9828,12515,13689,14171,15038,15986,18029,20479,21264,22964,23582,25524,26075,26528,42,15,18,72,22,1712,-1,18,38,38,72,23,42,63,1828,117,64,127,59,50,63,63,61,61
61,3237,OAKES Duncan,ST AUSTELL RUNNING CLUB,V1 H,62,GB,27:57:06,07:22:09,1431,1987,3123,3988,4685,5220,,7545,8581,9173,9840,12518,13686,14174,15041,15983,18023,20476,21264,22958,23493,25527,26072,26529,15,2034,1908,34,125,39,-1,56,125,72,37,42,37,1908,64,64,43,53,60,54,77,59,60,62
62,4464,DIDE Michael,GENERATION TRAIL BLOIS,V1 H,63,FR,27:59:24,07:24:27,699,1061,1726,2374,2946,3440,,5319,6184,6786,7431,9415,10558,11584,13030,13935,15835,19332,21264,22085,23183,25223,26116,26667,2029,34,11,38,38,2025,-1,1708,72,125,52,41,1809,45,49,40,57,71,61,71,62,65,72,63
63,3020,CARVALHO DA MOTA Luis Carlos,CA FERREIRA DO ZEZERE,V1 H,64,PT,28:00:17,07:25:20,247,330,413,772,1241,1615,,2936,3701,4344,5138,6324,8018,11255,13186,14188,15888,18612,21444,22982,23739,25682,26708,26720,823,2347,72,117,33,117,-1,125,39,63,125,86,1806,28,1753,71,53,129,63,73,61,61,63,64
64,3126,ZIMNY Oskar,WEEKENDOWY RESET,SE H,65,PL,28:03:43,07:28:46,1517,2043,3112,4197,4876,5545,,7791,8985,9662,10407,11843,13001,13701,14835,15917,18370,20716,21264,23084,23601,25296,26240,26926,13,177,1713,2025,24,22,-1,39,63,37,39,1828,45,1827,71,46,71,64,69,62,65,62,66,65
65,2983,DAUTREY Loic,,V1 H,66,FR,28:08:15,07:33:18,1876,2631,4066,4925,5554,6077,,8315,8997,9592,10554,12173,12979,13960,14823,16110,18281,20118,21444,23423,24500,25543,26147,27198,2349,11,12,2037,1754,125,-1,24,37,39,63,46,1731,26,47,43,44,63,67,61,64,66,65,66
66,3226,USSON Samuel,VELAY ATHLETISME,SE H,67,FR,28:08:36,07:33:39,961,1362,2936,3906,5034,5657,,8276,9497,10311,11223,13922,15146,15533,16689,17552,19605,21663,23289,24581,25501,26818,27434,27219,20,2035,2031,1905,18,33,-1,38,52,52,1909,47,28,185,46,1828,25,58,66,64,73,73,64,67
67,2264,TRIGUEROS GARROTE Silvia Ainhoa,ZORTZIETAKOAK-GAIKAR,SE F,68,ES,28:13:12,07:38:15,1158,1613,2631,3582,4545,5005,,7386,8583,9138,9601,11651,12918,13421,14819,16158,18448,20345,21444,23352,24063,25868,26824,27495,56,19,2040,177,63,1755,-1,72,2031,1905,51,1753,86,1752,43,53,35,73,53,65,71,64,69,68
68,2555,SAGASTUME Juan Carlos,TNF Guatemala,V1 H,68,GT,28:13:12,07:38:15,766,1214,2452,3666,4795,5503,,8219,9247,9822,10595,12347,13470,14082,14866,16006,18405,20913,21444,23350,24065,25873,26822,27495,12,2024,38,33,1711,24,-1,63,1909,51,86,57,46,46,53,57,36,77,54,69,59,68,68,69
69,4143,FLOURY Stephane,USMT ATHLE/AJTVDF,V1 H,70,FR,28:15:12,07:40:15,922,1219,2224,4326,7205,7803,,10337,11522,12157,12704,14903,16139,16585,17866,18503,20260,22203,23091,24763,25444,26798,27472,27615,1712,1712,32,24,2027,2031,-1,2027,51,2023,23,28,26,47,40,1753,58,55,62,68,68,69,73,70
70,64,BEATRICI Silvano,G.S. FRAVEGGIO,SE H,71,IT,28:17:19,07:42:22,512,905,1272,1696,2138,2570,,4254,5199,5786,6492,8880,10475,11386,13267,14392,16505,18412,,22649,23895,25884,27188,27742,2027,71,63,63,2039,2040,-1,131,2027,86,41,45,47,53,57,125,117,54,-1,59,69,71,71,71
71,3605,HOUGHTON Robin,WINCHESTER &amp; DISTRICT AC,V1 H,72,GB,28:20:13,07:45:16,802,1223,1645,2169,2705,3114,,5174,6005,6580,7324,8907,9763,10205,10914,11618,15179,17122,,21439,22784,24792,26103,27916,2240,46,33,27,1907,63,-1,2036,23,23,1753,1829,185,43,86,44,1753,66,-1,66,60,77,67,72
72,2765,ZWIGHAFT Ziv,,SE H,73,IL,28:23:00,07:48:03,1006,1449,3207,4541,5706,6394,,9063,10290,10924,11654,13089,14198,14748,15750,16361,17739,19635,21444,22672,23867,25653,26891,28083,11,1907,168,1752,86,2028,-1,37,2028,2026,46,26,53,49,36,1754,54,68,57,145,66,70,77,73
73,4094,XAVIER Bruno,,V1 H,74,FR,28:26:03,07:51:06,1579,2327,6900,7905,8790,9414,,11898,12906,13380,13998,16139,17133,17836,18920,20912,22213,23082,24049,25403,26269,27045,27738,28266,21,1825,10,2028,2240,1713,-1,52,86,1749,42,185,1807,86,1754,36,73,81,50,60,81,67,70,74
74,227,KOVACS Zsolt,EVORUNNERS,SE H,75,RO,28:30:35,07:55:38,1283,1795,3111,4155,5304,5902,,8813,9809,10786,11587,12991,14179,14660,15752,17397,19585,21181,23432,24755,25743,27422,28041,28538,33,1826,56,86,2030,131,-1,2024,1753,41,2027,53,43,1828,44,81,81,62,64,185,70,74,74,75
75,167,PELLISSIER Joachim,TEAM HOKA SUISSE/Ride Spirit,SE H,76,CH,28:33:55,07:58:58,1119,1706,3510,5079,6325,7148,,10126,11438,12346,13368,15400,16897,17690,18842,20468,21787,23336,24178,25297,26001,27096,27787,28738,117,21,2027,56,1908,56,-1,1709,41,47,47,43,57,57,1831,35,62,61,80,81,84,76,76,76
76,3886,RENAUD Jean-Daniel,TRIATHLON MACON CLUB,V1 H,77,FR,28:34:25,07:59:28,2207,2955,4373,5244,6179,6791,,9649,10557,11177,11969,14217,15266,15466,16261,16958,18468,19734,20844,22315,23188,26374,27443,28768,7,56,1755,1710,1712,52,-1,46,47,42,88,1754,49,1830,1758,65,61,85,81,85,67,81,75,77
77,61,MATSUNAGA Hiroaki,THE NORTH FACE JAPAN,SE H,78,JP,28:36:30,08:01:33,1258,1936,3257,4866,6116,7098,,10112,10989,11799,12658,14664,15832,16475,18068,19491,21563,23456,24784,26460,27113,27662,28405,28893,2024,7,824,167,52,1909,-1,86,2040,46,1828,84,40,40,85,25,66,59,125,84,83,84,81,78
78,3172,CONVERT Jean Marc,SPORTS NATURE GARGOMANCOIS,V1 H,79,FR,28:36:50,08:01:53,1328,1847,3525,4655,5866,6480,,9394,10924,11656,12315,14517,15723,16257,17702,18556,20638,22555,23938,25799,26556,27837,28565,28913,19,2029,42,1906,131,86,-1,1905,42,2024,57,88,1732,1757,68,54,65,65,113,82,82,75,82,79
79,86,BENITO CORNEJO Jose V.,KULUM SPORT,SE H,80,ES,28:42:01,08:07:04,1256,1753,3249,4598,5590,6100,,9017,10223,10985,11808,15234,17034,18043,20045,20550,22485,24653,25769,27045,27514,28342,28790,29224,131,2349,24,1709,42,42,-1,2023,1713,2027,2028,68,84,68,66,62,69,69,77,83,85,82,83,80
80,4414,SPERKA Tamás,OLIWORLD.HU,V1 H,81,HU,28:44:20,08:09:23,1504,2227,3790,4732,5465,5880,,8050,9038,9599,10191,12017,13075,13798,14884,15830,18018,20351,22988,24038,25064,27214,28271,29363,1826,117,46,2024,56,37,-1,41,46,1709,28,49,1736,36,65,61,50,50,123,67,75,83,85,81
81,3869,ARTIGAS REIXACH Ivan,HAGLOFS,SE H,82,ES,28:48:27,08:13:30,1151,1626,2986,4265,5417,6011,,8242,9100,9711,10488,12557,13829,14520,15526,16459,18975,21405,23375,24546,25688,27502,28307,29610,2440,18,1712,42,37,46,-1,42,2030,2036,45,214,85,84,69,69,68,117,68,117,76,85,78,82
82,2791,CAROL Mia,DIEDRE,V1 H,83,ES,28:48:28,08:13:31,1337,2083,3169,4230,5126,5749,,8253,9107,9717,10558,12561,13797,14399,15308,16460,18985,21408,23373,24549,25676,27505,28311,29611,63,2440,86,131,41,41,-1,51,57,214,2040,85,68,1753,81,85,55,75,87,129,74,78,84,83
83,2262,FOWLER Gill,La Sportiva Australia,SE F,84,AU,28:50:30,08:15:33,1166,1712,2817,3845,5436,5909,,7834,8755,9332,9990,11551,12807,13546,15146,16465,18905,21441,22836,24427,25487,27377,28520,29733,32,33,131,46,46,1753,-1,47,1828,57,2029,1756,66,85,61,66,77,82,58,75,87,87,79,84
84,2773,GOBAILLE Mathieu,,SE H,85,FR,28:52:18,08:17:21,886,1272,2616,3727,4341,4682,,6675,7706,8234,9040,11734,12864,13679,14810,16031,18539,20484,22862,24208,25701,27560,28399,29841,178,63,1909,52,2026,88,-1,23,214,1824,214,40,65,65,62,58,85,83,65,70,79,79,87,85
85,2233,TRIMBOLI Brendan,,SE H,86,US,28:52:24,08:17:27,764,1269,1997,2532,3014,3813,,5919,6751,7285,7887,9704,11602,12838,14297,16451,20191,23189,24422,25898,26779,28073,29106,29847,1753,32,325,324,47,47,-1,1749,88,88,1754,54,81,1755,54,68,84,84,79,127,90,86,80,86
86,4013,DESEBBE Olivier,,SE H,87,FR,28:53:01,08:18:04,2118,2678,3962,4844,5801,6330,,8647,9520,10219,10986,13018,14323,14789,15970,17210,19616,22199,23392,25438,26301,27754,28665,29884,18,298,113,822,1752,51,-1,88,28,45,2030,25,214,81,25,73,82,60,78,76,92,89,89,87
87,2249,MAURIES Benjamin,TEAM RANDO-RUNNING LE PORT MARLY,SE H,88,FR,28:55:21,08:20:24,1015,1337,2304,3167,3853,4143,,6311,7425,7944,8521,11589,19738,20552,21969,23023,25430,27298,27807,28795,28988,29719,30039,30024,2178,113,27,41,51,2027,-1,1824,45,28,85,65,126,126,1757,50,83,67,83,74,89,80,86,88
88,2848,ANDERSON Dan,DURSLEY &amp; DISTRICT ATHLETIC CLUB,SE H,89,GB,28:56:36,08:21:39,1640,2272,3217,4232,5374,6018,,9669,11677,12399,13310,16165,17226,17949,19076,20441,22280,24654,25222,26405,26731,28330,29036,30099,2039,1753,299,37,88,1754,-1,2026,1754,1750,40,2013,1734,214,84,86,91,91,71,87,86,92,92,89
89,4324,GALEATI Gianluca,TEAM TECNICA,SE H,90,IT,29:00:12,08:25:15,1621,2500,3788,4858,5594,6260,,8514,9413,9999,10763,12963,14566,15324,16224,17535,19729,21989,23450,25804,26561,28696,29494,30315,1907,10,2036,51,324,2036,-1,214,40,85,53,1758,44,44,35,82,59,90,86,91,185,90,90,90
90,4105,JOCHYMEK Michal,WEEKENDOWY RESET,SE H,91,PL,29:05:53,08:30:56,1488,2049,3113,4082,4876,5547,,7799,8974,9672,10649,12002,13170,14234,15271,16464,19164,21892,23169,25719,26883,28963,29863,30656,86,184,52,1753,2035,23,-1,28,85,40,1829,1713,91,66,58,83,75,87,88,92,91,95,91,91
91,4519,DORNE Franck,CAF DSA,V1 H,92,FR,29:07:37,08:32:40,1507,2128,3634,4669,5503,6001,,8331,9415,10065,10932,12655,13786,14694,16105,17100,19731,22434,23714,25721,26644,28346,29318,30760,43,69,1756,23,23,1828,-1,45,2036,1825,1713,91,36,25,91,91,67,70,75,79,127,91,95,92
92,218,CHARRIER Nicolas,CA BALMA,SE H,93,FR,29:08:33,08:33:36,1079,1533,2828,3638,4173,4724,,7465,8868,9505,10265,12659,13790,14963,16299,17880,20637,23340,24401,26269,27331,29219,30007,30816,69,1754,365,88,1753,57,-1,57,1829,53,26,81,1735,54,214,84,87,92,70,90,126,102,93,93
93,3134,FUNOLLET Jordi,CLUB ELEMENTS,SE H,94,ES,29:08:48,08:33:51,1130,1632,3171,4211,5117,5739,,8287,9244,9908,10593,13195,14578,15402,16459,17841,20448,23191,24602,26486,27476,29512,30228,30831,2346,70,1761,47,43,45,-1,1750,25,2010,1758,44,1691,69,83,55,90,79,72,86,95,93,88,94
94,3560,CUSSAC Thierry,,V1 H,95,FR,29:16:56,08:41:59,2349,3030,4586,5725,6616,7164,,9676,10752,11604,12220,14003,15222,15790,16796,18002,20465,22908,24288,26036,27034,28955,29871,31319,113,2346,70,1750,57,168,-1,2032,54,54,54,1757,25,1713,50,1757,92,126,122,95,78,94,94,95
95,2701,MELIA Brian John,GRITSTONE,V1 H,96,GB,29:24:05,08:49:08,1307,1911,3414,4703,5816,6641,,9756,11329,12433,13567,16401,17675,18503,19776,20900,23105,25140,26664,28788,29394,30010,30680,31748,111,72,2179,1825,140,44,-1,85,2014,1754,2014,126,69,1756,82,126,1755,95,91,102,129,88,102,96
96,3336,STOKES Adam,,SE H,97,AU,29:25:41,08:50:44,2448,3404,4954,5990,7139,8020,,10719,11587,12339,13203,15599,16541,17241,18055,18588,20557,23185,24561,26698,27758,30039,31078,31844,72,59,51,111,168,1757,-1,40,131,25,140,66,62,61,126,77,126,102,89,126,117,129,96,97
97,2787,BRYANT Neil,TRA,SE H,98,GB,29:25:42,08:50:45,2008,2610,3606,4793,5780,6434,,8510,9480,10197,11183,13120,14673,15358,16482,17787,20292,23183,24599,26696,27761,30035,31073,31845,2446,149,88,364,1827,28,-1,1825,43,185,185,69,61,62,55,1758,86,74,82,93,93,96,98,98
98,4449,PHILLIPS Ian,MATLOCK AC,SE H,99,GB,29:28:32,08:53:35,2073,2709,3898,5011,6260,7108,,10171,11337,11985,12600,16604,18315,19283,21375,22864,24865,26383,26974,28571,29025,30350,31166,32015,150,44,165,149,2242,43,-1,1752,2169,26,43,289,92,91,73,155,70,98,93,89,102,117,97,99
99,3214,SANCHOYERTO Iñaki,TZARLAZO MENDI TALDEA,V1 H,100,ES,29:29:51,08:54:54,2717,4066,5587,6485,7494,8297,,10959,11930,12716,13645,16302,17337,18128,19657,20956,23574,25586,27117,28772,29720,30649,31385,32094,1755,1756,40,2015,44,85,-1,54,26,44,25,50,93,50,75,92,118,97,98,78,145,98,99,100
100,3841,HOPWOOD Paul,,V2 H,100,GB,29:29:51,08:54:54,1650,2664,3839,4725,5855,7136,,10238,11675,12373,13342,15225,16876,17558,18156,20290,23185,25559,27116,28775,29711,30649,31378,32094,44,139,1754,43,1756,1756,-1,2010,140,1753,44,140,54,83,87,87,125,118,94,94,94,97,104,101
101,2533,DECONIHOUT Jacky,,V3 H,102,FR,29:32:48,08:57:51,1565,2255,3389,4376,5363,6111,,8762,9769,10792,11821,13532,15526,16241,17503,18952,21265,22960,24576,26103,27335,29011,30254,32271,1756,27,37,2176,93,54,-1,25,1758,131,1757,155,83,82,155,59,98,86,90,111,80,105,101,102
102,2631,RONZIER Frederic,,V1 H,103,FR,29:33:19,08:58:22,1043,1565,3357,4648,5603,6098,,9032,10147,10761,11523,13876,15189,16077,17501,18818,21374,24305,25563,27736,28732,30621,31409,32302,24,2246,1828,1751,823,2014,-1,1754,53,43,131,61,82,55,92,75,155,94,114,98,97,126,100,103
103,4030,SEMERJIAN Maria,,SE F,104,FR,29:34:30,08:59:33,1788,2548,4204,5613,7014,7655,,10740,11866,12610,13368,15587,16912,17475,18404,19334,21761,24087,25493,27610,28889,30411,31268,32373,185,24,43,44,111,93,-1,44,2033,140,68,62,50,58,90,214,111,76,74,97,98,99,103,104
104,4378,COLIN Denis,CNPONTARLIERTRIATHLON,SE H,105,FR,29:40:55,09:05:58,1895,2807,4282,5490,6318,7105,,9942,10839,11642,12460,16190,17418,18213,19222,20270,22826,25189,26539,27958,28856,30257,31417,32758,2246,49,150,1754,1755,2018,-1,1753,44,2029,2031,36,155,75,77,90,94,93,103,118,111,104,105,105
105,3000,FISHER Chris,,SE H,106,US,29:42:34,09:07:37,2005,2819,4433,5541,6787,7537,,10779,11992,12830,13722,15925,17449,18419,20057,21256,23743,26180,27384,29230,30050,31779,32395,32857,2323,2178,41,57,150,40,-1,43,1757,61,2033,82,107,155,1829,67,95,155,174,80,118,111,117,106
106,4441,KOBAYASHI Keita,,SE H,107,JP,29:43:02,09:08:05,1190,1733,2928,3818,4675,5222,,7568,8677,9267,10199,12857,13959,14994,16522,17648,20501,23458,24785,27122,28433,30992,31956,32885,1754,40,1757,139,2031,25,-1,168,185,1752,1756,83,55,92,93,107,60,111,107,107,107,103,126,107
107,3527,BOURDIN Jérôme,CNP TRIATHLON,SE H,108,FR,29:45:29,09:10:32,1419,2074,3230,4813,5771,6636,,9985,11212,12298,13484,16282,17479,18210,19333,20295,23069,24740,26541,28757,29888,31215,32273,33032,85,2323,44,164,45,2033,-1,140,61,2014,61,92,35,35,94,1829,107,78,151,178,109,100,107,108
108,4104,VADZIS Arturs,,ES H,109,LV,29:46:56,09:11:59,1197,1621,3224,4364,5310,5882,,8435,9685,10439,11185,13620,14780,15716,16738,17907,21553,24089,25364,27365,28631,30678,31980,33119,1829,86,1947,113,28,2032,-1,2029,2018,68,62,93,336,73,111,98,97,107,85,109,103,101,109,109
109,3063,OGLY Krystian,KB SOBÓTKA,SE H,110,PL,29:48:51,09:13:54,1048,1561,4699,5592,6397,6856,,9278,10561,10943,11379,15674,16720,17339,18909,19982,23116,27031,28174,30007,30804,32482,33052,33234,2350,54,35,298,162,140,-1,61,1756,62,289,35,75,87,98,94,93,125,105,104,105,109,111,110
110,2239,CHARLES-MANGEON Benoit,TF FEUERBACH,SE H,111,FR,29:50:10,09:15:13,788,1283,2522,3293,4183,4923,,7372,8714,9723,10582,13523,14885,15513,16477,18012,20379,23437,24961,26606,27899,30531,31994,33313,27,85,2347,2012,2017,325,-1,2014,35,289,84,337,58,93,59,93,79,104,100,103,104,118,129,111
111,121,DILMI Christian,45038,V1 H,112,FR,29:54:56,09:19:59,960,1359,2832,3630,4708,5441,,8061,9411,10057,10904,14459,15432,16110,17689,19245,21982,26074,27645,28893,29766,31746,32839,33599,10,111,25,2029,364,162,-1,53,168,2165,50,2014,73,176,176,109,102,109,99,124,116,127,113,112
112,3624,LECONTE Etienne,,V1 H,113,FR,29:56:06,09:21:09,782,1128,2037,3461,4482,5201,,8831,9912,10680,11381,14521,15834,16478,17430,18703,21737,25447,26666,28031,28975,31043,32157,33669,1827,1760,1835,2033,2032,150,-1,111,289,168,2015,107,87,107,107,176,103,150,124,128,113,107,108,113
113,3312,FORTINEAU Nicolas,,SE H,114,FR,29:56:36,09:21:39,1433,2248,3640,5037,5839,6419,,9159,10626,11673,12562,14962,16228,17223,19955,21074,24218,26526,27409,29715,30850,32555,33140,33699,54,167,69,161,1834,2030,-1,35,155,35,155,90,176,150,118,95,122,128,76,122,88,113,127,114
114,4196,ZAPLETAL Axel,TSV FELDAFING,V2 H,115,DE,29:58:41,09:23:44,1729,2351,3912,5380,6481,7138,,10321,11672,12383,13312,15241,16700,17498,19271,20781,23749,26598,27958,29652,30328,32339,33166,33824,2321,364,2326,35,54,111,-1,68,62,107,35,176,140,90,67,111,141,103,118,116,99,108,106,115
115,4423,KERN Christoph,,SE H,116,DE,30:00:37,09:25:40,2095,2760,3452,4690,5763,6378,,8493,9803,10903,12205,15802,16811,17787,19291,20687,23582,25533,26388,27812,28965,31398,32466,33940,70,1755,141,1832,2013,214,-1,26,68,155,81,75,150,337,337,1830,109,123,120,155,124,116,116,116
116,104,RUTTUM David,,SE H,117,US,30:10:22,09:35:25,652,970,1488,2216,2757,3189,,4829,5545,6050,6652,8350,10344,11430,12629,14162,17417,21012,22977,24631,27264,30031,31561,34525,140,43,23,28,25,1829,-1,126,565,84,168,87,90,98,109,118,124,205,146,105,122,145,118,117
117,173,MELBOURNE Ed,,SE H,118,GB,30:11:23,09:36:26,1616,2451,3455,4492,5860,6703,,9098,10070,10824,11712,13723,15030,15787,16680,18085,20288,23187,24653,26841,28400,30730,32605,34586,2187,2187,140,2011,85,2179,-1,155,107,50,107,565,94,94,150,122,78,141,119,113,128,124,112,118
118,3909,CREMADES Frederic,,SE H,119,FR,30:11:26,09:36:29,1606,2115,3804,5752,7146,7817,,10818,12269,12870,13788,16327,17700,18514,20031,21316,23656,25951,27255,29217,30330,32553,33572,34589,1760,88,122,45,35,68,-1,93,111,93,2018,150,98,77,95,150,176,80,201,150,96,128,128,119
119,3407,CARTER Robin,ROLLS-ROYCE HARRIERS,SE H,120,GB,30:13:00,09:38:03,2206,3140,4807,6189,7334,8221,,11321,12545,13413,14477,16559,17667,18505,19773,20856,23107,25145,26631,29007,29770,32094,33163,34683,35,1829,54,68,40,1921,-1,185,1835,1831,93,73,183,111,1830,1756,113,89,137,123,155,122,124,120
120,2644,KENDALL Danny,Cambridge Harriers,SE H,121,GB,30:14:36,09:39:39,1583,2082,3086,4468,5550,6180,,9006,11163,12040,13374,16299,17383,18706,20240,21364,24138,27491,28998,31676,32228,32490,33436,34779,168,1946,2014,54,1828,35,-1,62,2032,150,49,55,551,67,302,70,123,124,112,205,101,112,122,121
121,3760,PASCUAL SEMPERE Carlos,C.A. MARATHON CREVILLENT,SE H,122,ES,30:16:49,09:41:52,1195,1574,2502,3610,4618,5053,,8602,10181,11225,12293,16454,17115,16975,17923,18262,21415,24672,25811,27803,29150,31568,33002,34912,294,52,1753,40,165,122,-1,1831,84,183,183,183,109,59,113,79,104,122,138,99,100,106,110,122
122,2266,VILASECA Manuela,,SE F,123,BR,30:17:02,09:42:05,1555,2302,4050,5005,6011,6905,,9532,10534,11417,12409,14272,15607,16315,17899,19313,21760,24393,26192,28447,29975,32531,33559,34925,365,324,111,1758,113,299,-1,325,50,66,65,98,289,183,142,97,76,108,121,108,112,120,114,123
